MaPhim,TenPhim,TenPhimHienThi,TenGoc,TenPhimTiengAnh,TenPhimHienThiCuoi,TomTatNoiDung,TomTatNoiDungTiengAnh,CauGioiThieu,TrangThai,PhimNguoiLon,NgonNguGoc,TrangChu,MaIMDb,MaIMDbAPI,DuongDanPoster,DuongDanAnhNen,CanBoSungTenTiengAnh,DaBoSungTuAPI,NguonBoSung
566454,The Mystery of Henri Pick,The Mystery of Henri Pick,Le Mystère Henri Pick,,The Mystery of Henri Pick,"In a bizarre Breton library that collects rejected, never published manuscripts, a young editor discovers a novel that she considers a masterpiece. It was written by a certain Henri Pick, a cook who died two years earlier and who, according to his widow, had never read a book in his life or written anything but a shopping list... Did he have a secret life? When the book becomes a huge best-seller, Jean- Michel Rouche, a skeptical and stubborn literary critic, teams up with Joséphine, Pick’s daughter, to unravel the mystery.",,,Released,False,fr,,tt8263936,,/dkliBAyyb4XVm3Wr234yMRV0qCd.jpg,/xvXcTYBvigOKuQEBxPOvHJqq0iW.jpg,False,False,
271706,Big Fish & Begonia,Big Fish & Begonia,大鱼海棠,,Big Fish & Begonia,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",,Two worlds. One destiny.,Released,False,zh,http://bigfishandbegoniamovie.com,tt1920885,,/fRCdXh9MZutj1JJPZlUXMex6AuB.jpg,/b5iPSqX6sRtR4JVPeaY5ecq7BJN.jpg,False,False,
33196,Tidal Wave,Tidal Wave,해운대,,Tidal Wave,"On Haeundae Beach, a guilt-ridden fisherman takes care of a woman whose father accidentally got killed. A scientist reunites with his ex-wife and a daughter who doesn't even remember his face. And a poor rescue worker falls in love with a rich city girl. When they all find out a gigantic tsunami will hit the beach, they realize they only have 10 minutes to escape.",,There is No Escape from Nature's Wrath.,Released,False,ko,,tt1153040,,/1mE5jde5SJqUnZ58MAweW9GuhzK.jpg,/uAfPjNvfHjFuvdtSa8J3iuD1CkI.jpg,False,False,
573699,White Snake,White Snake,白蛇：缘起,,White Snake,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",,The legend begins,Released,False,zh,https://gkids.com/films/white-snake/,tt9288776,,/9nxs7YlmGERa9dQbRPZXopfcp51.jpg,/jIAyjJMrEIDjojxQDdZemDwqr82.jpg,False,False,
429450,Pandora,Pandora,판도라,,Pandora,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",,We knew this day would come.,Released,False,ko,https://www.netflix.com/title/80158577,tt6302160,,/elTrkTm5GjynK3H26cpOZsWDYjy.jpg,/yc8Fl1P5aQwBHEAtB49MO9fpjmw.jpg,False,False,
611291,Bring the Soul: The Movie,Bring the Soul: The Movie,브링 더 소울: 더 무비,,Bring the Soul: The Movie,"A glimpse into K-pop group BTS’ world away from the stage, featuring intimate group discussions alongside spectacular concert performances from their world tour.",,"Forever, we are young.",Released,False,ko,https://www.bringthesoulthemovie.com/,tt10545076,,/7x5CguA0MxHqbSjhi14UEuK7c95.jpg,/nQRTynJcXF5GRcyEHF09yZIuQ7F.jpg,False,False,
15384,Red Cliff II,Red Cliff II,赤壁2：決戰天下,,Red Cliff II,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing. With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",,Destiny Lies In The Wind.,Released,False,zh,http://www.redclifffilm.com,tt1326972,,/h4WZHa5K941lAthsa29g0RFJJtV.jpg,/kytJbqldU5YPiAG2ZEWSpfeIvPo.jpg,False,False,
454458,UglyDolls,UglyDolls,UglyDolls,,UglyDolls,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child.",,A classic under(doll) story.,Released,False,en,http://www.stxfilms.com/uglydolls,tt1946502,,/p97LQ1TL95mptVL2AS8Rz1cJCQg.jpg,/93gOZuHazBWulk7b47MCXWVTiqh.jpg,False,False,
553512,Burn the Stage: The Movie,Burn the Stage: The Movie,번 더 스테이지: 더 무비,,Burn the Stage: The Movie,"Burn the Stage: the Movie is the first movie from BTS, going behind-the-scenes of the BTS WINGS TOUR to reveal the full story of the band’s meteoric rise to fame. This unmissable film provides an intimate look at what happens when the most successful global boy band of all time breaks down barriers and invades the mainstream music scene. Exclusive tour footage and brand-new one-on-one interviews with BTS members give fans an unprecedented glimpse into their lives and an opportunity for everyone to celebrate together worldwide.",,"From the deserts to the seas, we were always together.",Released,False,ko,http://www.burnthestagethemovie.com/,tt9151704,,/pJKy1yvnKh8UjcuYeG3Rt35xHFA.jpg,/aQ7444JX7gefPhGJTlvilj3zG2S.jpg,False,False,
165213,New World,New World,신세계,,New World,An undercover cop has his loyalties tested when the boss of the corporate gang he's spent years infiltrating dies.,,Three Men. Three Ways. To A Different World.,Released,False,ko,,tt2625030,,/5Ai3BMJlDGOlZXbcDv3vnOM1CSp.jpg,/6UnVwCA6F29erZK29PKqRyHqFA.jpg,False,False,
269494,A Hard Day,A Hard Day,끝까지 간다,,A Hard Day,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",,The war for a dirty secret.,Released,False,ko,,tt3697626,,/cAITdbK2tOSvbcs1C7HxBW1iscI.jpg,/oJrpuL6abEVbuNCcwZlr7nJpNpk.jpg,False,False,
389868,Seoul Station,Seoul Station,서울역,,Seoul Station,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",,,Released,False,ko,https://sales.filmrise.com/product/805468,tt3845670,,/vJgRo5EJMYPzBcljlIlUxBAlucL.jpg,/gMcIbTJ5bFZuyMOYhlG8uquqjIz.jpg,False,False,
290864,Kung Fu Jungle,Kung Fu Jungle,一個人的武林,,Kung Fu Jungle,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",,Nobody's going down without a fight.,Released,False,cn,,tt2952602,,/myZQ4WocOQQCXNGVJkHeeJ1jTEj.jpg,/b33VAbN0sWbIMknZbloUV6YsjZh.jpg,False,False,
32909,Mulan: Rise of a Warrior,Mulan: Rise of a Warrior,花木兰,,Mulan: Rise of a Warrior,"When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders — but can she win the war before her secret is exposed?",,Warrior. Princess. Legend.,Released,False,zh,,tt1308138,,/b6YT5hWAbjJDRlrwodeTGPoaV3O.jpg,/wR9NahPRws9jA96rr6X3flpFveM.jpg,False,False,
158445,Miracle in Cell No. 7,Miracle in Cell No. 7,7번방의 선물,,Miracle in Cell No. 7,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,,"If caught, they're all doomed!",Released,False,ko,,tt2659414,,/wHh4Or1RVzgX2GSYYfEN5HcO6xQ.jpg,/6MZdEVe0COl9sB1sCIPOOFpngjO.jpg,False,False,
428045,Iron Mask,Iron Mask,Тайна печати Дракона,,Iron Mask,"Commissioned to map the Far East territories of the Russian Empire, cartographer Jonathan Green sets off on a long journey of unbelievable adventures—making breath-taking discoveries and meeting mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even the King of Dragons.",,,Released,False,ru,https://www.defiant-ent.com/product/the-iron-mask/,tt6218010,,/nM6Mf4UIp8Uw6Jgw40WlY9OnQOS.jpg,/7m8zy0eJ0d0JmEyOkC2fSx1KbYU.jpg,False,False,
663558,New Gods: Nezha Reborn,New Gods: Nezha Reborn,新神榜：哪吒重生,,New Gods: Nezha Reborn,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",,,Released,False,zh,https://cmc-pictures.com/nezha-reborn/,tt13269670,,/sezNkk9HifNJW3pC5SU2XqMKgSJ.jpg,/4PKfa0zltSrp1BJoLl8zfvYXaac.jpg,False,False,
335777,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,,The Nut Job 2: Nutty by Nature,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",,Get ready. Get set. Get nuts!,Released,False,en,,tt3486626,,/xOfdQHNF9TlrdujyAjiKfUhxSXy.jpg,/bd1X5nNrrAHVGG0MxsAeCOPPh1w.jpg,False,False,
615453,Ne Zha,Ne Zha,哪吒之魔童降世,,Ne Zha,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",,,Released,False,zh,https://www.wellgousa.com/films/ne-zha,tt10627720,,/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg,/eGK2JJO1ZeoabWThHmC9IjUTmfP.jpg,False,False,
10253,Dragon Wars: D-War,Dragon Wars: D-War,디 워,,Dragon Wars: D-War,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter.",,They've made our world their battleground.,Released,False,ko,,tt0372873,,/rEpvqWGu08coDLUpcpiz4sMoDYo.jpg,/5WWqrUIGrCb1QvZtYVaSfZgUG8n.jpg,False,False,
575813,Better Days,Better Days,少年的你,,Better Days,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",,You protect the world. I'll protect you.,Released,False,zh,https://www.wellgousa.com/films/better-days,tt9586294,,/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg,/pi3yXaJzVxZUayUfqMekcsN199A.jpg,False,False,
48492,Detective Dee and the Mystery of the Phantom Flame,Detective Dee and the Mystery of the Phantom Flame,狄仁傑之通天帝國,,Detective Dee and the Mystery of the Phantom Flame,"When the future empress Wu Zetian's two courtiers die in a mysterious fire, she gets Di Renjie, a former detective and rebel, released from prison to solve the mystery of the fire.",,The Fate of an Empire Is in His Hands.,Released,False,zh,,tt1123373,,/qWOBV05kNeLyaiA31DFkZlMpta5.jpg,/af3gx7Tuu08pf8ioJU0ok6r407J.jpg,False,False,
842675,The Wandering Earth II,The Wandering Earth II,流浪地球2,,The Wandering Earth II,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",,,Released,False,zh,https://trinitycineasia.com/in-cinemas/the-wandering-earth-ii/,tt13539646,,/pR858ihc6Ls9xohpdRJVjV787ml.jpg,/qElNES0sHVQcbzvGrTx7ccpGzij.jpg,False,False,
309302,Wolf Totem,Wolf Totem,狼图腾,,Wolf Totem,"In 1969, a young Beijing student, Chen Zhen, is sent to live among the nomadic herdsmen of Inner Mongolia. Caught between the advance of civilization from the south and the nomads' traditional enemies - the marauding wolves - to the north; humans and animals, residents and invaders alike, struggle to find their true place in the world.",,,Released,False,zh,,tt2909116,,/WHE5b5pO3lLyStt5cA2vMLYPI4.jpg,/iVmQqLbm2PzNga069mWOEB1WLFI.jpg,False,False,
381890,The Mermaid,The Mermaid,美人鱼,,The Mermaid,"A playboy business tycoon, Liu Xuan, purchases the Green Gulf, a wildlife reserve, for a sea reclamation project, and uses sonar technology to get rid of the sea life in the area. Unknown to him, the Green Gulf is the home of merpeople, and the sonar has caused many of them to succumb to illness or die. Xuan's business ventures in the area are threatened when he crosses paths with the mermaid, Shan, who is sent to avenge her people.",,"Half Fish, Half Human, 100% Assassin",Released,False,zh,,tt4701660,,/8YVB8VxQqx3J1FtOVvoHybBKNPS.jpg,/gSz01IaN06BrCMFwCbUeBPh9X1q.jpg,False,False,
59421,Bedevilled,Bedevilled,김복남 살인사건의 전말,,Bedevilled,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.",,Nothing is more deadly than a woman seeking revenge.,Released,False,ko,,tt1646959,,/uqvG28xhk34ExPZYu2wRGmKB34h.jpg,/ca0E776V4Z86Smvvd0842p43hjL.jpg,False,False,
360638,The Student and Mister Henri,The Student and Mister Henri,L'Étudiante et Monsieur Henri,,The Student and Mister Henri,"Because of his wavering health, Monsieur Henri can no longer live alone in his Paris appartment. Particularly grumpy, he ends up nonetheless accepting his son Paul's suggestion that he let one of his rooms out to a young female student. Far from falling for her charms, Henri uses her to orchestrate utter family chaos...",,,Released,False,fr,,tt4948452,,/vcwKqfw1bQeDz4tS96ca1mHZqLV.jpg,/2dxuB4sMYOSZVUPRcjv725A78oG.jpg,False,False,
94047,My Way,My Way,마이웨이,,My Way,"During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",,"They met as enemies, but fate brought them together.",Released,False,ko,http://myway-movie.com/,tt1606384,,/3moPqIC1EBFilLI3YJNa5Nfel3e.jpg,/4QHF7kAYjIpZ5U8A0amvhRkHlZ1.jpg,False,False,
30596,Bodyguards and Assassins,Bodyguards and Assassins,十月圍城,,Bodyguards and Assassins,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",,"To save a nations future, they must protect one man from its past.",Released,False,cn,http://www.bodyguardsandassassins.com/,tt1403130,,/hEqqA5pSm62IcJ4YJAuMByme3zr.jpg,/2sSIqFskgwuA2yCMjjLk7sggcAk.jpg,False,False,
14197,My Sassy Girl,My Sassy Girl,My Sassy Girl,,My Sassy Girl,"A guy has his life planned out until he is wooed, groomed and then dumped by an elusive woman.",,"She's beautiful, smart, funny and totally crazy.",Released,False,en,,tt0404254,,/2et1Cqn1UMax63jSGBNAtt7LCGO.jpg,/8t2M7JRUp4ErqUyFlmMjpONH7oZ.jpg,False,False,
518896,Warriors of Future,Warriors of Future,明日戰記,,Warriors of Future,"When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse.",,,Released,False,zh,https://www.netflix.com/title/81473627,tt7375466,,/2l9LbxBSkJseoxYcIJjclnmxyq.jpg,/8ybdSPM1AutUK48gmMPOfu8TcyB.jpg,False,False,
383785,Kung Fu Yoga,Kung Fu Yoga,功夫瑜伽,,Kung Fu Yoga,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",,,Released,False,zh,,tt4217392,,/rL6XM4fsr1cM5mN2flEhQ8jQter.jpg,/meS8C4fE5RbhZBf754WdQ8MiT9f.jpg,False,False,
170657,Journey to the West: Conquering the Demons,Journey to the West: Conquering the Demons,西游·降魔篇,,Journey to the West: Conquering the Demons,"In a world plagued by demons who cause great human suffering, young demon hunter Tang Sanzang must fight against monstrous demons, as well as contend with a beautiful demon hunting woman on his path to enlightenment.",,It's time to kick some legendary tale.,Released,False,zh,,tt2017561,,/XcFMQQfx1gMlh1RyEednP6frNC.jpg,/eRTIeFiWiW3nnoMcGwWhjrG6iui.jpg,False,False,
33908,Three… Extremes,Three… Extremes,"쓰리, 몬스터",,Three… Extremes,"An Asian cross-cultural trilogy of horror films from accomplished indie directors: Dumplings, directed by Fruit Chan of Hong Kong, Cut directed by Park Chan-Wook of Korea, and Box directed by Miike Takashi of Japan.",,From the Nightmares of 3 Horror Masters.,Released,False,ko,,tt0420251,,/et67QHZlzgbPwU4zC7o2iwRIrcz.jpg,/gTyVZH8Cipil3G2DW0zBw8cwAlA.jpg,False,False,
463319,Shadow,Shadow,影,,Shadow,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",,The Battlefield in Ink.,Released,False,zh,,tt6864046,,/qVXFyASEt1kLpZv9EYze0S0mZe4.jpg,/bk2NtbQh84QEsL2bKVCbFx3ZOUa.jpg,False,False,
123377,Pietà,Pietà,피에타,,Pietà,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,,The truth of the heart is born only from sacrifice.,Released,False,ko,,tt2299842,,/cI9SXHxBsEF0cgUTZKDDaPC0ozT.jpg,/iOmGHgU3qhCMTBcf73m528risb.jpg,False,False,
11653,The Myth,The Myth,神話,,The Myth,"When a fellow scientist asks for Jack's help in locating the mausoleum of China's first emperor, the past collides violently with the present as Jack discovers his amazing visions are based in fact.",,,Released,False,zh,,tt0365847,,/iBDFnLkTZZxQlbb6IIeYkufnPCY.jpg,/xChyWmjDeEH8zOVi9dwVrtIJEfd.jpg,False,False,
55292,Shaolin,Shaolin,新少林寺,,Shaolin,"China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters when he beats one of them in a duel. But the pride comes before a fall. When his own family is wiped out by a rival warlord, Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan or rescue and escape.",,"In a land torn by strife, the righteous monks of Shaolin stand as a beacon of hope for the oppressed masses.",Released,False,zh,http://shaolinmovie.emp.hk/,tt1533749,,/stvd0u2Pmy2VjdZHbFIEvCwDzRV.jpg,/ygFzvrNpiGIVDW6bpcZ9mM6piPy.jpg,False,False,
413658,The Warriors Gate,The Warriors Gate,The Warriors Gate,,The Warriors Gate,"After a mysterious chest opens a gateway through time, teen gamer Jack is transported to an ancient empire terrorized by a cruel barbarian king. Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.",,,Released,False,km,,tt4652532,,/tordvGaBjmoANX6nMpeDdgvy4g3.jpg,/5Jgq2b75vQDJyjlOldatEJPYWLF.jpg,False,False,
1450,Blood: The Last Vampire,Blood: The Last Vampire,Blood: The Last Vampire,,Blood: The Last Vampire,"On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.",,"Where evil grows, she preys.",Released,False,en,,tt0806027,,/uzuYpbdFkNYqnBdOvhWqZxhHa5C.jpg,/ryBUkjVLKjSJOTgBfxHrdu7rxG0.jpg,False,False,
219572,Police Story: Lockdown,Police Story: Lockdown,警察故事2013,,Police Story: Lockdown,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.",,,Released,False,zh,,tt2599716,,/q5i3Qkid4bAxhO11UeTclZbGhIX.jpg,/nsjzzhP6GxPTuSbruvpHkIYZ2Lc.jpg,False,False,
276905,Norm of the North,Norm of the North,Norm of the North,,Norm of the North,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",,Bear to be different,Released,False,en,https://www.lionsgate.com/movies/norm-of-the-north,tt1594972,,/ouaoVSV7aOSWTNnQ9iDA1jw0pgg.jpg,/bqBtjT11WMPaX6RY6jkGBFz2HfS.jpg,False,False,
849869,Kill Boksoon,Kill Boksoon,길복순,,Kill Boksoon,"At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part.",,A life of lies can kill.,Released,False,ko,https://www.netflix.com/title/81478985,tt16900880,,/7QKkvGgwMCvYrdkyNFgxfLESBtx.jpg,/tYcmm8XtzRdcT6kliCbHuWwLCwB.jpg,False,False,
736732,Broker,Broker,브로커,,Broker,"Sang-hyeon is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence.",,Some leave. Some retrieve.,Released,False,ko,,tt13056052,,/ulGCgWnidH9LJTRL9rMV23cLtQb.jpg,/8TMdJHCZMqs2VjNZIx0T34ny7d7.jpg,False,False,
800345,Carter,Carter,카터,,Carter,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",,No memory. One mission.,Released,False,ko,https://www.netflix.com/title/81399639,tt21237030,,/uzAh3Ub2YttCz13cnyB9PvhpmIL.jpg,/nHWr40LGgyxymEhZCOA2WHATPpn.jpg,False,False,
334298,Monster Hunt,Monster Hunt,捉妖记,,Monster Hunt,Young monster kids try to make peace between the world of humans and the world of the monsters.,,,Released,False,zh,,tt3781476,,/csMASFudtPSyVEFl4qq2Sm5lflM.jpg,/ptgoTztfxbz0qFo129FwyisORRs.jpg,False,False,
47854,Legend of the Fist: The Return of Chen Zhen,Legend of the Fist: The Return of Chen Zhen,精武風雲,,Legend of the Fist: The Return of Chen Zhen,"The Japanese forces occupy Shanghai and slowly start spreading terror in the city. Chen Zhen, who was presumed dead, returns to fight against the Japanese and put an end to their tyrannical rule.",,,Released,False,cn,http://www.mediaasia.com/legendofthefist/,tt1456661,,/qT6KI2jNiskkB4VuNz4uN0ng4Ro.jpg,/fSFlM6V8dHTzoCgH1sxxYfRYYUd.jpg,False,False,
665399,BTS World Tour: Love Yourself - Japan Edition,BTS World Tour: Love Yourself - Japan Edition,BTS World Tour: Love Yourself - Japan Edition,,BTS World Tour: Love Yourself - Japan Edition,BTS perform their Japan concert at Tokyo Dome and Fukuoka Yahuoku Dome during their Love Yourself World Tour.,,,Released,False,ko,http://www.universal-music.co.jp/bts/,,,/dA0MVEjNOP3GmWigu6Cs3I399Zt.jpg,,False,False,
575428,The Wild Goose Lake,The Wild Goose Lake,南方车站的聚会,,The Wild Goose Lake,A gangster on the run sacrifices everything for his family and a woman he meets while on the lam.,,,Released,False,zh,,tt9647768,,/w49o4vmNFpCt4VFJp7ip6tjHh3x.jpg,/cBr1MxgZRF0Dd8dJvQfsFqYUq1w.jpg,False,False,
620249,The Legend of Hei,The Legend of Hei,罗小黑战记,,The Legend of Hei,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",,One Small Spirit Will Determine the Fate of the World.,Released,False,zh,https://luoxiaohei-movie.com/,tt10734928,,/aLv87NgRJUPkQ6sVLP72IisDdt4.jpg,/aVFx1VtlOxR3v0ADEatalXOvwbu.jpg,False,False,
479718,The Outlaws,The Outlaws,범죄도시,,The Outlaws,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",,Kickstarting a plan to mop up the mob in one clean sweep!,Released,False,ko,http://mline-distribution.com/sub/film_010100.html?bmain=view&mode=&uid=282,tt7468056,,/pUd1FYQb5r55RqXpx08dnCbP1fs.jpg,/67eKM9rkCOZmNVrsgXVKiCvJh1.jpg,False,False,
204553,Cold Eyes,Cold Eyes,감시자들,,Cold Eyes,"Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization.",,Remember everything about the untraceable target.,Released,False,ko,,tt2969656,,/77Srq9bAJkB1RE1GBAyBA9Y6ivN.jpg,/fsBo2qolgyW02IhR9IqeFByhM4b.jpg,False,False,
35854,Flash Point,Flash Point,導火線,,Flash Point,"Detective Sergeant Ma Jun, known for dispensing his own brand of justice during arrests, teams up with an undercover cop, Wilson, to try and bring down three merciless Vietnamese brothers running a smuggling ring in the months before mainland China's takeover of Hong Kong. Jun pursues the gang tirelessly, sometimes ignoring police protocols. A showdown is inevitable!",,They made it personal... He'll make them pay.,Released,False,cn,,tt0992911,,/kGhdfgVzFH9kO5UpVM4TzS0IdtB.jpg,/wo9qgjGrgsF4UpDbah2uVPdDgFE.jpg,False,False,
18377,200 Pounds Beauty,200 Pounds Beauty,미녀는 괴로워,,200 Pounds Beauty,"Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop singer who actually lip syncs as she cannot sing. After getting humilitated publicly by an ungrateful Ammy, Han-na undergoes an extreme makeover to become a pop sensation herself.",,Does beauty tell your fate or what?,Released,False,ko,,tt0940642,,/AnyJmyOQQGiqR9DLIiQ9aejIbkx.jpg,/j9SW48pEJpbBJoeLN45QdmN2ZNV.jpg,False,False,
363579,The Age of Shadows,The Age of Shadows,밀정,,The Age of Shadows,"Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them.",,Infiltrate and deceive.,Released,False,ko,,tt4914580,,/kHiBkgmMY8QJQo2r5yXRhJ7P7k.jpg,/iRCbkDukjiVQxNodAwvBgt6OTCY.jpg,False,False,
938008,The Killer,The Killer,더 킬러: 죽어도 되는 아이,,The Killer,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",,Mission: save the girl.,Released,False,ko,https://www.thekiller2022.com/,tt19713090,,/5IQqdtTq1wH5YJynx86Ysi4sDVt.jpg,/8gBYmKvo230576bXmW8UZR8zGbB.jpg,False,False,
14392,The Warlords,The Warlords,投名狀,,The Warlords,"A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi.",,,Released,False,zh,,tt0913968,,/9sAWyaASakMW9f3LSXK8Br3RCED.jpg,/y5m21v6NaAJmvkJMgK5Jpxz1BwE.jpg,False,False,
45202,The Housemaid,The Housemaid,하녀,,The Housemaid,A man's affair with his family's housemaid leads to dark consequences.,,"When Opportunity Knocks, Answer at Your Own Risk.",Released,False,ko,,tt1314652,,/tx1aeNr7GGChRrcZ9lMV2DwEvgo.jpg,/sYlc9LPQcQRtGVArmjh3kEM3J78.jpg,False,False,
8653,The Isle,The Isle,섬,,The Isle,"Mute Hee-Jin is working as a clerk in a fishing resort in the Korean wilderness; selling baits, food and occasionally her body to the fishing tourists. One day she falls in love with Hyun-Shik, who is on the run from the police, and rescues him with a fish hook when he tries to commit suicide.",,A beautiful yet dangerous place...,Released,False,ko,,tt0255589,,/zl8QGUiyjkdS7JNoPeXB7HLzYJR.jpg,/epOK5rJgtx9sf6EYbrNNdOa2z9C.jpg,False,False,
