MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
783836,My Vampire Schoolmate,7.0,1,Released,2017-05-24,,60.0,False,/vU35SvLIDtHoCk5Ri0Ygn4KalmN.jpg,,,,zh,我的吸血鬼学姐,"The film focuses on Shangguan Hong, a freshman at Chaozhou University, who joins an all-girl modeling team at school and falls in love with the team's captain Qi Qi at first sight. In order to gain the affection of the goddess, he sacrifices his sexuality to lure his best friend Liu Chuan to join the team, starting an ambiguous love triangle.",2.404,/97mHQs0lmWgXVxoheRDPJGgOtpt.jpg,,"Romance, Fantasy, Comedy",TVZone Media,China,Mandarin,,['China'],China,China,2017,My Vampire Schoolmate,False,False,False,False,False,,,,,,,False,,,My Vampire Schoolmate,60,Goc,,Khong co,,Khong co
783541,Xcalibur,10.0,1,Released,2019-06-06,,,False,,,https://www.broadwayondemand.com/series/13bT21axscW2-xcalibur,,ko,Xcalibur,"The musical scene thrives in South Korea with Xcalibur. The production showcases the journey of King Arthur, exploring his discovery of new-found responsibility as a young leader and getting married to the love of his life, Guinevere only to experience a reality far from what was expected.",0.711,/8BcbuYi7ARYRraxJKNVybKu3eEM.jpg,,,EMK,South Korea,Korean,,['South Korea'],South Korea,South Korea,2019,Xcalibur,False,False,False,False,False,,,,,,,False,,,Xcalibur,,Khong co,,Khong co,,Khong co
783365,The Curious Tale of Mr.Guo,7.0,1,Released,2021-01-22,,,False,/7TVQHyC3T0Uy8BnXu65Jsx5PUlQ.jpg,,,tt11193838,zh,不老奇事,"In the 1960s, Guo Xiaolu and Su Lingfang met for the first time. They should have grown up together because of an accident. The never-arriving letter allowed the two to embark on a different life trajectory and opened the fate of a lifetime. The reunion after a long absence coincided with the prosperity of the two. Ding Mengmeng (Li Tingting), Wang Xiaomo (Wang Xiaokun) and Wang Qingwei (Xu Weihao) were also accompanied by them. As the years passed, the fate of a generation was ups and downs in the torrent of the times. After Guo Xiaolu reunited with Su Lingfang after life and death, they made an unexpected choice.",0.891,/cdzcPTDvCzu6bCfwB3LfV43M6xp.jpg,,"Drama, Romance",,China,Mandarin,,['China'],China,China,2021,The Curious Tale of Mr.Guo,False,False,False,False,False,,,,,,,False,,,The Curious Tale of Mr.Guo,,Khong co,,Khong co,,Khong co
786205,Listeners: The Whispering,7.0,1,Released,2022-03-04,,120.0,False,/akX2BgcT1ayhi7yi9CZhCE2lB4P.jpg,,,tt15170164,vi,Người lắng nghe: Lời thì thầm,"The movie is about a psychologist, Tuong Minh who provides psychotherapy to An Nhien, a young female writer suffering from anxiety disorder. Nhien states that she’s obsessed by a certain girl. Strangely, the girl she mentioned is the main character in her first novel, The Whispering.",1.646,/gWOgWozhIywKEvMd6xmSDrwXqX5.jpg,All we need someone who listens,"Thriller, Mystery",nColors Production,Vietnam,Vietnamese,"vietnam, psychological thriller, listener",['Vietnam'],Vietnam,Vietnam,2022,Listeners: The Whispering,False,False,False,False,False,,,,,,,False,,,Listeners: The Whispering,120,Goc,,Khong co,,Khong co
785194,Sisyphus's Vacation,2.0,1,Released,2021-12-09,,73.0,False,/vJbbKOfc9uo9RgGztiw6wQPawhG.jpg,,,tt16548662,ko,소설가 구보의 하루,"Early in the morning, Kubo goes out to meet his senior KI-young who is editor-in-chief of the publishing company to see if he can publish his manuscript that he sent two months ago.",1.574,/jgdvConj2AzPqJ0nCkC48hf8DXl.jpg,,Drama,Dadong Cinema,South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Sisyphus's Vacation,False,False,False,False,False,,,,,,,False,,,Sisyphus's Vacation,73,Goc,,Khong co,,Khong co
101600,Apuda,8.0,1,Released,2012-01-25,,145.0,False,,,,tt2518744,en,Apuda,"With a painter’s eye, the filmmaker portrays a poor, simple man caring for his sick father. Bitter beauty. An exquisite impression of two men who live the way many millions of Chinese do. Not everyone gets to share the new wealth.",0.6,/nk67DGwGHDsAhRWCud2lx4tRGS.jpg,,"Documentary, Drama",,China,Mandarin,,['China'],China,China,2012,Apuda,False,False,False,False,False,,,,,,,False,,,Apuda,145,Goc,,Khong co,,Khong co
785238,Strike Back,4.0,1,Released,2021-01-06,,70.0,False,/tJTtbUAvENQrQmZuvEqD0W13ed.jpg,,,,zh,绝地突围,,0.6,/xY4PBYjnBCEO8UYbLKCmwj5IivW.jpg,,Drama,,China,Mandarin,,['China'],China,China,2021,Strike Back,False,False,False,False,False,,,,,,,False,,,Strike Back,70,Goc,,Khong co,,Khong co
784977,Little Ta Adventures: Memory Forest,7.0,1,Released,2020-07-27,,,False,,,,,zh,小塔历险记之记忆森林,,0.6,/l6nvd62iN8sJqdXRRuF2nrtFJLK.jpg,,"Animation, Adventure",由西安盛和星传媒股份有限公司、北京国影联艺术文,China,Mandarin,小塔历险记之记忆森林,['China'],China,China,2020,Little Ta Adventures: Memory Forest,False,False,False,False,False,,,,,,,False,,,Little Ta Adventures: Memory Forest,,Khong co,,Khong co,,Khong co
784825,Girls' Generation's Romantic Fantasy,10.0,1,Released,2013-01-01,,80.0,False,/nTqUBumfDZ2DkgUQQgVPxcO1oLE.jpg,,,tt2620420,ko,소녀시대의 로맨틱 판타지,"Girls' Generation's Romantic Fantasy was a 2013 New Year's Day comeback special broadcast on MBC on 1 January 2013, starring South Korean girl group Girls' Generation. The special follows the group in preparation of their fourth Korean-language album I Got A Boy, released on the same day, along with an accompanying live concert featuring songs from the album, the group's previous hits, and solo performances from members.",1.384,/zHXCtvpRdlpTfMWmDJaOgBCHP47.jpg,,"Music, Documentary",MBC,South Korea,Korean,"girl group, k-pop, idol group, soshi, snsd, girls generation",['South Korea'],South Korea,South Korea,2013,Girls' Generation's Romantic Fantasy,False,False,False,False,False,,,,,,,False,,,Girls' Generation's Romantic Fantasy,80,Goc,,Khong co,,Khong co
785506,Unbong,2.0,1,Released,2021-02-10,,80.0,False,,,,,ko,운봉,A movie set in a school notorious for violence about students continuously fighting with each other to become the number one fighter.,0.6,/4NCqR1JEGWyO7CVOcIOVJfSgEkD.jpg,,Action,"Dreamfact Entertainment, Contents Village, 스토리풀",South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Unbong,False,False,False,False,False,,,,,,,False,,,Unbong,80,Goc,,Khong co,,Khong co
782480,She is in Danger,5.0,1,Released,2020-12-23,,94.0,False,,,,,zh,封口者,"When Luo Xue runs away in anger from her boyfriend, she unwittingly stumbles upon a murder case committed by a pair of harmless-looking young boys and girls. Fearing that word will get out, the secretive pair imprison Luo Xue in the attic. As Luo Xue's ""best friend"" Su Wen intervenes, things become more and more unpredictable and the truth gradually emerges",0.6,/ptHHaEuvLo320wV9ZnerGDDTiYb.jpg,,Horror,,China,Mandarin,,['China'],China,China,2020,She is in Danger,False,False,False,False,False,,,,,,,False,,,She is in Danger,94,Goc,,Khong co,,Khong co
102628,Let Me Out,6.0,1,Released,2012-04-01,,97.0,False,,,,tt2147718,ko,렛 미 아웃,"A Korean zombie coming-of-age story. Convenience store clerk/film student Mu-Young, gets a chance to make his first movie, a zombie melodrama. The dream project turns into a nightmare. Everything that can go wrong, does. Barely surviving his disastrous shoot, he comes to realize making a movie is like love, you can't do it alone. A movie for people who love movie making, making love and zombies.",1.048,/zKL2Ze80lQNhEkB90Pkty741SMW.jpg,,"Drama, Comedy",BaekDu-DaeGan Flims,South Korea,Korean,,['South Korea'],South Korea,South Korea,2012,Let Me Out,False,False,False,False,False,,,,,,,False,,,Let Me Out,97,Goc,,Khong co,,Khong co
787477,And We Collide,1.0,1,Released,2021-04-16,,19.0,False,,,,tt12835146,zh,潮汐平行时,An unexpected tropical encounter sparks a fragile romance between a wanna-be astronaut and a village farm boy.,0.6,/1SRNqLmGGdnk44ZHoPh15K5jO4m.jpg,,Drama,,China,"Mandarin, English","astronaut, lgbt, father son relationship, gay theme, short film",['China'],China,China,2021,And We Collide,False,False,False,False,False,,,,,,,False,,,And We Collide,19,Goc,,Khong co,,Khong co
787260,Little Bird,5.0,1,Released,2021-01-14,,95.0,False,/qkdZUNDVWI7PhqgMhJPyqChsP7N.jpg,,,,ko,작은새,"Doo-yeong, the eldest son of the family is planning to go to the police force this time. However, after coming to Seoul from the province, going with his younger brother Doo-yeop to a cram school is not too smooth. His romance with Ji-yeong makes it also harder. Doo-yeong meets a lot of people and worries amidst his longing for success and love in Seoul.",0.6,/nP5V3mbzeSxgkVsZtenQ33NwGAe.jpg,,"Drama, Romance",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Little Bird,False,False,False,False,False,,,,,,,False,,,Little Bird,95,Goc,,Khong co,,Khong co
783121,Moscow Mission,7.0,1,Released,2023-09-29,,128.0,False,/wun6RZEmfhBHOaaz2h1JfLFdEpq.jpg,,https://baike.baidu.com/item/93%E5%9B%BD%E9%99%85%E5%88%97%E8%BD%A6%E5%A4%A7%E5%8A%AB%E6%A1%88%EF%BC%9A%E8%8E%AB%E6%96%AF%E7%A7%91%E8%A1%8C%E5%8A%A8/63382037?fr=aladdin&fromtitle=%E8%8E%AB%E6%96%AF%E7%A7%91%E8%A1%8C%E5%8A%A8&fromid=61791836,tt23118352,zh,93国际列车大劫案：莫斯科行动,Tough Chinese detectives go on a mission to Moscow to hunt down ruthless robbers who have been plaguing the trans-Siberian railway with violence and chaos.,40.461,/vuSZUy3rcextoMvG3f6lhbucil8.jpg,,Action,CMC Pictures,China,Mandarin,,['China'],China,China,2023,Moscow Mission,False,False,False,False,False,,,,,,,False,,,Moscow Mission,128,Goc,,Khong co,,Khong co
783129,Croissant,5.0,1,Released,2021-01-21,,,False,/97UzF3IFmSb4RBn2MG65KvmE9ET.jpg,,,,ko,크루아상,,0.6,/wuLGcJs20T8BeYXJCdDJPcPq38T.jpg,,Drama,,South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Croissant,False,False,False,False,False,,,,,,,False,,,Croissant,,Khong co,,Khong co,,Khong co
783143,Stress Zero,6.0,1,Released,2021-01-27,,93.0,False,/wnJhC9mqkSdMJCjqAYH9z3Ik4uo.jpg,,,,ko,스트레스 제로,"One day, a huge unidentified monster appeared all over the city, causing confusion in Korea. Jjang-dol, who lost his job due to the monster attack, wants to escape by selling ‘Stress Zero’ with his friends Dr. Ko and Ta-jo, but finds out that the drink is the only secret to stop the monster! Will Jjang-dol and his friends, who suddenly became heroes, catch the monster and save the world?",0.7,/9H9wKVCcagc4HLU0VvxGoRp9oXW.jpg,Catch the stress monster that swallowed Korea!,"Adventure, Animation, Comedy","E-dehi Animation Studio, 302 Planet",South Korea,Korean,,['South Korea'],South Korea,South Korea,2021,Stress Zero,False,False,False,False,False,,,,,,,False,,,Stress Zero,93,Goc,,Khong co,,Khong co
786466,The Cannoneer's Burning Soul,10.0,1,Released,2021-01-14,,84.0,False,,,,,zh,炮手燃魂,In 1592 Toyotomi Hideyoshi unified Japan and invaded Korea in an attempt to conquer the Ming Empire. Almost the entire country of Joseon fell to invaders and had no choice but to ask the help from Wanli Emperor of the Ming Dynasty. For this help Joseon offered princess Li Jin Yi to the Wanli Emperor.,0.6,/2nq2QB67XIMuyKCePQIqCiAiWJ0.jpg,,,,China,Mandarin,,['China'],China,China,2021,The Cannoneer's Burning Soul,False,False,False,False,False,,,,,,,False,,,The Cannoneer's Burning Soul,84,Goc,,Khong co,,Khong co
783164,EXO PLANET #5 – EXpℓØration in Seoul,10.0,1,Released,2020-04-28,,150.0,False,,,,,ko,EXO PLANET #5 – EXpℓØration in Seoul,"EXO Planet #5 – Exploration (stylized as EXO PLANET #5 – EXpℓØration) is the fifth tour of South Korean-Chinese boy band Exo. The tour was officially announced on May 30, 2019 and began on July 19, 2019 in Seoul's KSPO Dome.",1.108,/vPSStpj8CQfVZ2PV0M0qJnsEmDZ.jpg,,Music,SM Entertainment,South Korea,Korean,concert,['South Korea'],South Korea,South Korea,2020,EXO PLANET #5 – EXpℓØration in Seoul,False,False,False,False,False,,,,,,,False,,,EXO PLANET #5 – EXpℓØration in Seoul,150,Goc,,Khong co,,Khong co
782835,"Super Junior World Tour ""SUPER SHOW 8: INFINITE TIME""",10.0,1,Released,2022-02-24,,180.0,False,/gZiDCACgTxlvhc860SjJqKKrRRI.jpg,,,,ko,"Super Junior World Tour ""SUPER SHOW 8: INFINITE TIME""","Super Show 8: Infinite Time is the fifth world concert tour and eighth international tour by South Korean boy band Super Junior, in support of their ninth studio album, Time_Slip.",0.6,/2GMB3of43dqx93cDSZX7ZDVaL8D.jpg,,Music,SM Entertainment,South Korea,Korean,concert,['South Korea'],South Korea,South Korea,2022,"Super Junior World Tour ""SUPER SHOW 8: INFINITE TIME""",False,False,False,False,False,,,,,,,False,,,"Super Junior World Tour ""SUPER SHOW 8: INFINITE TIME""",180,Goc,,Khong co,,Khong co
793605,Lover Sharing,5.0,1,Released,2020-11-16,,77.0,False,,,,,ko,애인공유,"The story of a 10-year-old married couple who live their normal daily lives when one day, the loving husband went to work and the wife finds a bill while cleaning up the house. It's an officetel management notice. The wife suddenly gets suspicious and goes to the officetel. When she checked the address and ring the bell, the wife felt betrayed when she heard the voice of an unknown woman from the intercom and her husband's voice coming from afar.",8.411,/msMuXuz6LfWA2WDKm9aDbD4r4UX.jpg,,Drama,,South Korea,Korean,softcore,['South Korea'],South Korea,South Korea,2020,Lover Sharing,False,False,False,False,False,,,,,,,False,,,Lover Sharing,77,Goc,,Khong co,,Khong co
793602,Favorite Concubine,6.0,1,Released,2020-12-24,,81.0,False,/u7mhBnMlTq9KTWAeY2isBAbeXPI.jpg,,,,ko,애첩,"Jun-soo, a rich old man, decides to live in a local villa after retirement due to paralysis and health reasons. Only Jun-soo's wife, Hye-sook, and Joo-seok, will move to the provinces, and Hye-sook will only wait for the day Jun-soo dies. Jun-soo gradually becomes paralyzed, so he relies on a wheelchair, and Hye-sook meets up Joo-seok. However, Jun-soo suffered from paralysis that night. Unaware of this, Hye-sook and Joo-seok hire Jun-soo's caregiver to avoid Jun-soo and enjoy comfortably, but Joo-seok begins to look at the caregiver. After learning about the affair between Hye-sook and Joo-seok, Jun-soo begins to make a secret proposal to So-eun.",19.522,/gGyQhfdqw9saOAlYHz4sxJO9Ot.jpg,,Drama,(주)룬컴퍼니,South Korea,Korean,"softcore, 리카, 한국에로, 성애영화",['South Korea'],South Korea,South Korea,2020,Favorite Concubine,False,False,False,False,False,,,,,,,False,,,Favorite Concubine,81,Goc,,Khong co,,Khong co
774043,The Blue of Green Grass,8.0,1,Released,2020-11-23,,83.0,False,,,,tt13556708,vi,Màu Cỏ Úa,The life and work of Vietnamese singer-songwriter Tran Tien through his genuine exchanges with the film crew combined with old performance footages.,0.6,/nkAKcmTaYZiuJeV09w2QY4vqmhY.jpg,,"Documentary, Music",Silver Moonlight Entertainment,Vietnam,Vietnamese,,['Vietnam'],Vietnam,Vietnam,2020,The Blue of Green Grass,False,False,False,False,False,,,,,,,False,,,The Blue of Green Grass,83,Goc,,Khong co,,Khong co
793712,Return of Special Forces 4,4.0,1,Released,2021-02-04,,87.0,False,,,,,zh,特种兵归来4替身疑云,,0.884,/zPErI2Hlyr9Rczk7svhDV5wOkVr.jpg,,"Action, Crime, Adventure",,China,Mandarin,,['China'],China,China,2021,Return of Special Forces 4,False,False,False,False,False,,,,,,,False,,,Return of Special Forces 4,87,Goc,,Khong co,,Khong co
793187,Death Shark,6.0,1,Released,2021-01-01,,,False,,,,,es,Death Shark,,0.6,,,,iQiyi Motion Pictures,China,,,['China'],China,China,2021,Death Shark,False,False,False,False,False,,,,,,,False,,,Death Shark,,Khong co,,Khong co,,Khong co
795058,Day Is Done,5.0,1,Released,2020-08-27,,24.0,False,/gXXMRQ1pxsV1uQH2YLHfigZMXCp.jpg,,,tt14018858,zh,下午过去了一半,A commercial commissioned by FIRST film festival and LEXUS company. Sort of sequel to Zhang Dalei's The Summer Is Gone.,0.6,/325QXz4ZM42HuMf49IQ3ApOhJZZ.jpg,,Drama,First International Film Festival,China,Mandarin,,['China'],China,China,2020,Day Is Done,False,False,False,False,False,,,,,,,False,,,Day Is Done,24,Goc,,Khong co,,Khong co
773184,Loveline,4.0,1,Released,2020-11-01,,60.0,False,/4GgvUzTqppgV66hSdCUgJhNyi47.jpg,,,,ko,러브라인,"Truth or Dare: Ji-yeong and Jin used to be close friends. Jin, who is unusually drunk, offers Ji-yeong to play Truth or Dare in the midst of a complicated emotional turmoil, and their close game of truth begins.",0.6,/oYeqITxYCrtmBXTs8QBer4KoYEV.jpg,,Drama,,South Korea,Korean,,['South Korea'],South Korea,South Korea,2020,Loveline,False,False,False,False,False,,,,,,,False,,,Loveline,60,Goc,,Khong co,,Khong co
794455,The Legend of Zhao Yun,2.0,1,Released,2021-01-04,,96.0,False,/fNipSP3EUVVzaD2ArScb09rOaOX.jpg,,,tt13773314,zh,赵云传之莫问少年狂,"When political tactics and ambitions dominated, Zhao Yun stepped forward to rescue Adou and confront Cao Cao’s 830,000 soldiers.",6.62,/3PollFVsU1nZJVrMKlwecq0n0Q7.jpg,,,,China,Mandarin,,['China'],China,China,2021,The Legend of Zhao Yun,False,False,False,False,False,,,,,,,False,,,The Legend of Zhao Yun,96,Goc,,Khong co,,Khong co
794570,A Faded Memory,10.0,1,Released,2013-06-12,,60.0,False,/lVpRNk9dg9pXWEqsMUYOUDgQwd0.jpg,,,,ko,내 낡은 지갑 속의 기억,"Young-Jae (Ryu Soo-Young) was involved in a car accident two years ago. He lost his memory from the accident. Now, Young-Hae runs a used bookstore and appears like an ordinary guy, but he has a certificate for passing the bar exam in his desk. While Young-Jae was in the hospital nobody visited him and he didn't have any numbers saved in his cellphone. He has been totally isolated. One day, a parcel is delivered to Young-Jae. In the parcel, there is Young-Jae's old wallet containing a photo of a smiling woman. The parcel does not have a sender listed. Soo-A (Nam Bo-Ra) is an 18-year-old who acts likes she knows everything. She expresses to Young-Jae that she likes him. With Soo-A's help, Young-Jae tries to find the woman in the picture.",0.994,/12xwrsHPzjmwKIrv4Se4zmBtAAY.jpg,,,KBS Media,South Korea,Korean,memory loss,['South Korea'],South Korea,South Korea,2013,A Faded Memory,False,False,False,False,False,,,,,,,False,,,A Faded Memory,60,Goc,,Khong co,,Khong co
105991,La Rizière,5.5,1,Released,2012-05-02,,,False,,,,tt2014268,fr,La Rizière,,0.6,,,,,"France, China",Mandarin,,['China'],China,China,2012,La Rizière,False,False,False,False,False,,,,,,,False,,,La Rizière,,Khong co,,Khong co,,Khong co
773079,Quan Dao: The Journey of a Boxer,5.0,1,Released,2020-11-25,,90.0,False,/o47p0UHgG72WdceWcjQJOpmsbBV.jpg,,,tt15700594,zh,拳道,"Bull's father got his eye blinded for protecting his best friend, Hing. Since then, he hid away from friends and lived a quiet life with Bull. Years later, the two brothers somehow meet again. Hing run a boxing club and he promised Bull’s father to train Bull well. Under Hing’s teaching, Bull becomes a very skillful boxer.",1.646,/vQylGSKL0CJRqaGTTSrvf57P3c.jpg,,Action,High Class Group,China,Mandarin,,['China'],China,China,2020,Quan Dao: The Journey of a Boxer,False,False,False,False,False,,,,,,,False,,,Quan Dao: The Journey of a Boxer,90,Goc,,Khong co,,Khong co
777311,Best Mechanism Great Master,6.0,1,Released,2020-12-18,,,False,/j2wIyB37ZDjQWjfECcTGGRPfghB.jpg,,,,zh,大偃术师,,0.604,/8sutB6hJizIO3L1JqhLpC8s0e3S.jpg,,Science Fiction,,China,Mandarin,,['China'],China,China,2020,Best Mechanism Great Master,False,False,False,False,False,,,,,,,False,,,Best Mechanism Great Master,,Khong co,,Khong co,,Khong co
790952,Dreamcatcher [Dystopia: Seven Spirits],10.0,1,Released,2020-11-07,,143.0,False,,,,,ko,Dreamcatcher [Dystopia: Seven Spirits],Dreamcatcher [Dystopia: Seven Spirits] is the second online concert held by Dreamcatcher. The concert was accompanied by a live band and featured all seven members of the group.,0.6,/mSmavXzvAI8qqLEBw5VfU1sjB6N.jpg,Dreamcatcher 2nd Online Concert,"Music, Documentary","Dreamcatcher Company, MyMusicTaste",South Korea,Korean,,['South Korea'],South Korea,South Korea,2020,Dreamcatcher [Dystopia: Seven Spirits],False,False,False,False,False,,,,,,,False,,,Dreamcatcher [Dystopia: Seven Spirits],143,Goc,,Khong co,,Khong co
790945,The Return of Erlang Shen,5.0,1,Released,2020-08-28,,,False,,,,,zh,二郎神之战神归来,"It was told that in order to maintain the peace of the three realms, the Emperor of Heaven sent Yang Jian to bring the Skyhound Dog and destroy Tai Bai Xingjun. As a result, the Sky Dog was deboned and turned into a demon. After a thousand years, Xuantian Luo Jing will finally be born, and Yang Jian, who is guilty, is once again ordered to go to the earth veins",1.136,/vKwXLwmAKGwVvLGp4mZWtucXgGK.jpg,,,,China,Mandarin,,['China'],China,China,2020,The Return of Erlang Shen,False,False,False,False,False,,,,,,,False,,,The Return of Erlang Shen,,Khong co,,Khong co,,Khong co
791355,BTS 2019 SUMMER PACKAGE in Korea,10.0,1,Released,2019-09-26,,90.0,False,/9QvCmEzdg8vwfEH9wYfAhlt1yw2.jpg,,,,ko,BTS 2019 SUMMER PACKAGE in Korea,"The 2019 SUMMER PACKAGE in Korea by BTS follows the format of a summer vlog. Following the group's activities in Korea, the DVD features the members partaking in photoshoots around various locations, along with behind the scenes to the '2019 SUMMER PACKAGE in Korea' photo book and merchandise collection.",0.673,/iSpTRfxNmHgdx4aA1DPu3ht7CXw.jpg,,Documentary,"Big Hit Entertainment, HYBE",South Korea,Korean,"behind the scenes, k-pop, bts",['South Korea'],South Korea,South Korea,2019,BTS 2019 SUMMER PACKAGE in Korea,False,False,False,False,False,,,,,,,False,,,BTS 2019 SUMMER PACKAGE in Korea,90,Goc,,Khong co,,Khong co
99391,Choked,6.0,1,Released,2011-10-08,,110.0,False,,,,tt2085800,ko,가시,"In a recession-battered Seoul, a young man in the dodgy relocation business must deal with loan sharks and aggrieved parties owed large sums by his vanished entrepreneur mother. Director Kim Joong-hyun gradually turns up the heat and watches his characters boil in this intelligent and nuanced feature debut.",0.84,/sIeRQoM9CSo8GsM1OMZ8l4XiP7d.jpg,,,"Korean Academy of Film Arts, CJ Entertainment, CJ CGV",South Korea,Korean,,['South Korea'],South Korea,South Korea,2011,Choked,False,False,False,False,False,,,,,,,False,,,Choked,110,Goc,,Khong co,,Khong co
790325,The Legend of Fei,6.0,1,Released,2021-01-26,,91.0,False,,,,tt15295068,zh,有匪破雪斬,"On guard! Zhou Fei's sword is created by the essence of his parents: the mother is the blade and the scabbard is the father. Many years ago Zhou Fei's grandfather Li Zhengwei was poisoned to save Duan Jiuniang. The forty-eight fortresses were lost during a surprise attack by the False Emperor. Zhou Fei's mother, Li Jinrong - a young girl at the time - was fierce and reckless, and her sword skills were not yet accomplished. Having lost her family and her father, she went to Liang Shao's strategist Zhou Yitang to ask for help. When Liang Shao refused and Zhou Yitang was ambivalent, Li Jinrong went north alone, determined to assassinate the false emperor.",0.717,/poKSd1h4qkUzwthXzPoqXYEZQf9.jpg,,"Action, Romance","Shanghai Tencent Penguin Film, Television Culture Communication Co, Tencent Penguin Pictures",China,Mandarin,"martial arts, based on novel or book, romance, historical, wuxia, 武术, 报仇, 江湖",['China'],China,China,2021,The Legend of Fei,False,False,False,False,False,,,,,,,False,,,The Legend of Fei,91,Goc,,Khong co,,Khong co
790396,Boy Meets Girl,5.0,1,Released,2016-06-23,,70.0,False,/pbChWtfLrBFQ9R28EXzCR86ZPlW.jpg,,,,ko,소년 소녀 를 만나다,"I will call you! So you better answer your phone! In the year 2020, a homestay is being conducted for male and female teenagers in preparation for a union between North Korea and South Korea. North Korean girl Ha-jin goes to South Korean boy Woo-yeong's house to homestay. Woo-yeong starts to bully Ha-jin who has taken his room, but alas! First love has found its way to these children. Woo-yeong runs away to Seoul with Ha-jin to help her meet her father.",2.434,/nKrTFUVZFqKYZDkMVU32gMKYnTE.jpg,,"Adventure, Drama, War, Family, Romance",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2016,Boy Meets Girl,False,False,False,False,False,,,,,,,False,,,Boy Meets Girl,70,Goc,,Khong co,,Khong co
792320,Come for You,5.0,1,Released,2012-03-23,,85.0,False,/2W9Ma9suvNu00VPD4Szwikos4ND.jpg,,,tt5805284,zh,为你而来,,0.6,/xU3k068ejErrD8A2y7sDDBmKEly.jpg,,"Drama, Romance",,China,,,['China'],China,China,2012,Come for You,False,False,False,False,False,,,,,,,False,,,Come for You,85,Goc,,Khong co,,Khong co
775643,About Anne Czeksowikov,1.0,1,Released,2019-08-02,,14.0,False,,,,,ko,안느 체크소위코프와 일곱 편의 영화들,"About Anne Czeksowikov, the great film-maker hidden from the world.",0.6,/dAExu8ZCqzFqKIoxJSq3nYvw2s7.jpg,,"Animation, Documentary",,South Korea,Korean,short film,['South Korea'],South Korea,South Korea,2019,About Anne Czeksowikov,False,False,False,False,False,,,,,,,False,,,About Anne Czeksowikov,14,Goc,,Khong co,,Khong co
792257,LOONA On Wave [LOONATHEWORLD : Midnight Festival],10.0,1,Released,2020-10-20,,115.0,False,/kDmfF6hdW1BZFzGMDxXaiVSixx0.jpg,,https://www.mymusictaste.com/project/fdae227e00d111eb8cd90a58a9feac2a/,,ko,이달의 소녀 LOOΠΔ On Wave [LOOΠΔTHEWORLD : Midnight Festival],An online concert for LOONA’s third mini album 12:00.,0.6,/sN7K7AMZv05IkhB3HPAhjP4R8rL.jpg,,Music,"Blockberry Creative, MyMusicTaste",South Korea,"English, Korean",,['South Korea'],South Korea,South Korea,2020,LOONA On Wave [LOONATHEWORLD : Midnight Festival],False,False,False,False,False,,,,,,,False,,,LOONA On Wave [LOONATHEWORLD : Midnight Festival],115,Goc,,Khong co,,Khong co
792245,A Culprit Among Friends,9.0,1,Released,2012-10-21,,73.0,False,,,,,ko,친구 중에 범인이 있다,"Four female friends reunite after 15 years and old resentments resurface. Soon afterwards, one of them is found dead. The police tries to determine whether it was suicide or murder.",1.459,/wssRZZxB6SPProgo7iJ0fTX4h9X.jpg,,"Drama, Mystery, TV Movie",KBS Media,South Korea,Korean,,['South Korea'],South Korea,South Korea,2012,A Culprit Among Friends,False,False,False,False,False,,,,,,,False,,,A Culprit Among Friends,73,Goc,,Khong co,,Khong co
792631,Several Questions That Make Us Happy,2.0,1,Released,2007-05-31,,130.0,False,,,,,ko,우리를 행복하게 하는 몇가지 질문,"Several Questions That Make Us Happy is composed of six different stories in a omnibus way, describing mondern society's loneliness, misunderstanding between couples, trust with others, courtesy between lovers, and self-centered blame for others, etc. It is based on the sincere question why we are so unhappy and how I can make happiness.",1.561,/aM4WKR85CrK0RUSzdd5LtwpANhd.jpg,,"TV Movie, Comedy, Romance, Drama",KBS Media,South Korea,Korean,,['South Korea'],South Korea,South Korea,2007,Several Questions That Make Us Happy,False,False,False,False,False,,,,,,,False,,,Several Questions That Make Us Happy,130,Goc,,Khong co,,Khong co
